"wd_id","line_id","linewd","word","lex_id","tag","textlineid","TT lemma"
348,45,5,"pour","pour","PRE",45,"por2_+S"
349,45,6,"tel","tel","ADJ",45,"tel_+CIT"
350,45,7,"se","se","PRO:pers",45,"soi1_S"
351,45,8,"maintient","maintient","VER",45,"tenir_M"
352,45,9,",",",","PON",45,","
353,46,1,"sans","sans","PRE",46,"sans_+S"
354,46,2,"vanterie","vanterie","NOM",46,"vanterie_+T"
355,46,3,"et","et","CON:coord",46,"et_S"
356,46,4,"sans","sans","PRE",46,"sans_+S"
357,46,5,"decepcion","decepcion","NOM",46,"decepcïon_+T"
358,46,6,",",",","PON",46,","
359,47,1,"qui","qui","PROCON",47,"qui_S"
360,47,2,"envers","envers","PRE",47,"envers2_+S"
361,47,3,"dieu","dieu","NOM",47,"dieu_+CIT"
362,47,4,"obeissant","obeissant","VER",47,"<unknown>"
363,47,5,"se","se","PRO:pers",47,"soi1_S"
364,47,6,"tient","tient","VER",47,"tenir_CMI"
365,48,1,"et","et","CON:coord",48,"et_S"
366,48,2,"fait","fait","VER",48,"faire|farre_+CMI|M"
367,48,3,"le","le","DET:def",48,"le_S"
368,48,4,"droit","droit","NOM",48,"droit_CIT"
369,48,5,"de","de","PRE",48,"de_+S"
370,48,6,"sa","sa","DET:poss",48,"son4_S"
371,48,7,"profession","profession","NOM",48,"professïon_+T"
372,48,8,".",".","PON",48,"."
373,49,1,"qui","qui","PROCON",49,"qui_S"
374,49,2,"quiert","quiert","VER",49,"querre_+I"
375,49,3,"noblesce","noblesce","NOM",49,"noblece_+I"
376,49,4,"en","en","PRE",49,"en1_+S"
377,49,5,"autre","autre","ADJ",49,"autre_CIId"
378,49,6,"oppinion","oppinion","NOM",49,"<unknown>"
379,50,1,"fait","fait","VER",50,"faire|farre_+CMI|M"
380,50,2,"a","a","PRE",50,"a_S"
381,50,3,"dieu","dieu","NOM",50,"dieu_+CIT"
382,50,4,"tort","tort","NOM",50,"tort2|tort_+IT|I"
383,50,5,"et","et","CON:coord",50,"et_S"
384,50,6,"au","au","PREDET:a",50,"a+le_S"
385,50,7,"sang","sang","NOM",50,"sanc_+T"
386,50,8,"prejudice","prejudice","NOM",50,"prejudice_+T"
387,50,9,",",",","PON",50,","
388,51,1,"car","car","CON:coord",51,"car_S"
389,51,2,"dieu","dieu","NOM",51,"dieu_+CIT"
390,51,3,"forma","forma","VER",51,"former_*+IMT"
391,51,4,"noble","noble","ADJ",51,"noble1|noble_+IT|CI"
392,51,5,"condicion","condicion","NOM",51,"condicïon_+T"
393,52,1,"pour","pour","PRE",52,"por2_+S"
394,52,2,"foy","foy","NOM",52,"foi_+CIT"
395,52,3,"garder","garder","VER",52,"garder_+MIT"
396,52,4,"et","et","CON:coord",52,"et_S"
397,52,5,"pour","pour","PRE",52,"por2_+S"
398,52,6,"vivre","vivre","VER",52,"vivre1|vivre_+IT|MI"
399,52,7,"en","en","PRE",52,"en1_+S"
400,52,8,"justice","justice","NOM",52,"justice|justise_+CIT|+T"
401,52,9,".",".","PON",52,"."
402,53,1,"povre","povre","ADJ",53,"povre_+IT"
403,53,2,"et","et","CON:coord",53,"et_S"
404,53,3,"riche","riche","ADJ",53,"riche_+IT"
405,53,4,"meurt","meurt","VER",53,"morir_+Z"
406,53,5,"en","en","PRE",53,"en1_+S"
407,53,6,"corrupcion","corrupcion","NOM",53,"corrupcïon_+T"
408,53,7,",",",","PON",53,","
409,54,1,"noble","noble","ADJ",54,"noble1|noble_+IT|CI"
410,54,2,"et","et","CON:coord",54,"et_S"
411,54,3,"commun","commun","ADJ",54,"comun_C"
412,54,4,"doivent","doivent","VER",54,"devoir_+MI"
413,54,5,"a","a","PRE",54,"a_S"
414,54,6,"dieu","dieu","NOM",54,"dieu_+CIT"
415,54,7,"service","service","NOM",54,"servise_+T"
416,54,8,";",";","PON",54,";"
417,55,1,"mais","mais","CON:coord",55,"mais_S"
418,55,2,"les","les","DET:def",55,"le_S"
419,55,3,"nobles","nobles","ADJ",55,"noble1|noble_+I|CI"
420,55,4,"ont","ont","VER",55,"avoir|devoir_+CIM|+M"
421,55,5,"exaltacion","exaltacion","NOM",55,"exaltacïon_+T"
422,56,1,"pour","pour","PRE",56,"por2_+S"
423,56,2,"foy","foy","NOM",56,"foi_+CIT"
424,56,3,"garder","garder","VER",56,"garder_+MIT"
425,56,4,"et","et","CON:coord",56,"et_S"
426,56,5,"pour","pour","PRE",56,"por2_+S"
427,56,6,"vivre","vivre","VER",56,"vivre1|vivre_+IT|MI"
428,56,7,"en","en","PRE",56,"en1_+S"
429,56,8,"justice","justice","NOM",56,"justice|justise_+CIT|+T"
430,56,9,".",".","PON",56,"."
431,57,1,"pourquoy","pourquoy","VER",57,"<unknown>"
432,57,2,"furent","furent","VER",57,"estre1|estre_+I|CMI"
433,57,3,"les","les","DET:def",57,"le_S"
434,57,4,"nobles","nobles","ADJ",57,"noble1|noble_+I|CI"
435,57,5,"ordonnez","ordonnez","VER",57,"<unknown>"
436,58,1,"et","et","CON:coord",58,"et_S"
437,58,2,"establiz","establiz","VER",58,"establir_+CI"
438,58,3,"seigneurs","seigneurs","NOM",58,"seignor_+C"
439,58,4,"sur","sur","PRE",58,"sor2_+S"
440,58,5,"les","les","DET:def",58,"le_S"
441,58,6,"menuz","menuz","ADJ",58,"menu_+I"
442,58,7,",",",","PON",58,","
443,59,1,"et","et","CON:coord",59,"et_S"
444,59,2,"leur","leur","PRO:pers",59,"lor2_S"
445,59,3,"furent","furent","VER",59,"estre1|estre_+I|CMI"
446,59,4,"les","les","DET:def",59,"le_S"
447,59,5,"haulx","haulx","ADJ",59,"<unknown>"
448,59,6,"honneurs","honneurs","NOM",59,"onor_*+IT"
449,59,7,"donnez","donnez","VER",59,"doner_*+CM"
450,60,1,"et","et","CON:coord",60,"et_S"
451,60,2,"hommages","hommages","NOM",60,"omage_*+I"
452,60,3,"qui","qui","PROCON",60,"qui_S"
453,60,4,"d'","d'","PRE",60,"de_+S"
454,60,5,"eulx","eulx","PRO:pers",60,"il_S"
455,60,6,"sont","sont","VER",60,"estre1|estre_+I|CMI"
456,60,7,"attenuz","attenuz","VER",60,"<unknown>"
457,60,8,"?","?","PON",60,"?"
458,61,1,"ilz","ilz","PRO:pers",61,"il_S"
459,61,2,"ne","ne","PRO:clit",61,"en2_S"
460,61,3,"sont","sont","VER",61,"estre1|estre_+I|CMI"
461,61,4,"pas","pas","NOM",61,"pas|past2_+IT|+T"
462,61,5,"si","si","DET:poss",61,"son4_S"
463,61,6,"treshault","treshault","NOM",61,"<unknown>"
464,61,7,"advenuz","advenuz","VER",61,"<unknown>"
465,62,1,"pour","pour","PRE",62,"por2_+S"
466,62,2,"rappiner","rappiner","VER",62,"<unknown>"
467,62,3,"et","et","CON:coord",62,"et_S"
468,62,4,"par","par","PRE",62,"par_S"
469,62,5,"leur","leur","DET:poss",62,"lor2_S"
470,62,6,"force","force","NOM",62,"force1|force2_+T|+IT"
471,62,7,"prendre","prendre","VER",62,"prendre_+MIT"
472,62,8,";",";","PON",62,";"
473,63,1,"mais","mais","CON:coord",63,"mais_S"
474,63,2,"sont","sont","VER",63,"estre1|estre_+I|CMI"
475,63,3,"de","de","PRE",63,"de_+S"
476,63,4,"droit","droit","NOM",63,"droit_CIT"
477,63,5,"et","et","CON:coord",63,"et_S"
478,63,6,"par","par","PRE",63,"par_S"
479,63,7,"raison","raison","NOM",63,"raison_+CIT"
480,63,8,"tenuz","tenuz","VER",63,"tenir_CIM"
481,64,1,"servir","servir","VER",64,"servir_+MIT"
482,64,2,"leur","leur","DET:poss",64,"lor2_S"
483,64,3,"roy","roy","NOM",64,"ri|roi1|roi2|roi3|rois1|roit2|roiz|ré4_+T|+T|+IT|+T|+T|+T|+T|+T"
484,64,4,"et","et","CON:coord",64,"et_S"
485,64,5,"leurs","leurs","DET:poss",64,"lor2_S"
486,64,6,"subgez","subgez","NOM",64,"<nolem>"
487,64,7,"deffendre","deffendre","VER",64,"defendre_*+I"
488,64,8,".",".","PON",64,"."
489,65,1,"et","et","CON:coord",65,"et_S"
490,65,2,"quant","quant","ADV",65,"cant_C"
491,65,3,"plus","plus","ADV",65,"plus_CI"
492,65,4,"sont","sont","VER",65,"estre1|estre_+I|CMI"
493,65,5,"de","de","PRE",65,"de_+S"
494,65,6,"honneur","honneur","NOM",65,"onor_*+IT"
